"dataset","accuracy","macro_precision","macro_recall","macro_specificity","macro_f1","macro_auc_ovr"
"Three-class imbalanced",0.838822260295704,0.463288479571316,0.37472364780509,0.704072091831248,0.379081880601678,0.673431968359896
